,Unnamed: 0,match,time,slot,text,target
1422,11883,565,886.6502,2,comend pudge,0.0
1423,11890,565,977.8946,7,balls removed,0.0
1424,11902,565,1740.8454,7,say when,0.0
1425,11906,565,1873.8986,0,please report pudge,0.0
1426,11908,565,1880.8556,0,report spectre please,0.0
1427,11909,565,1896.9772,7,ez troll whorelord,2.0
1428,11913,565,2007.4202,8,wp team,0.0
1429,11928,566,2352.87,6,SHUT UP JUG,0.0
1430,11995,570,964.33117,1,CYKA,2.0
1431,12004,571,-127.71869,1,puck is lc last game and this melody and fckingpassive player ,2.0
1432,12005,571,-123.51779,1,is party,0.0
1433,12007,571,649.64139,9,wad is that,0.0
1434,12011,571,893.24854,1,what,0.0
1435,12018,571,2108.44134,1,this clinks,0.0
1436,12028,572,25.33874,6,thanks bro,0.0
1437,12102,576,-78.78076,2,what an ugly set pudge,2.0
1438,12104,576,-69.38306,8,since when is pudge pretty,0.0
1439,12106,576,-31.19238,8,not as bad as what your mum said when you were born,2.0
1440,12113,576,2532.66422,8,no idea how you play storm without euls or bkb,0.0
1441,12116,576,2549.78922,9,who cares,0.0
1442,12117,576,2553.86972,9,ugly pudge,2.0
1443,12119,576,2584.30672,8,better than you who doesnt have an actual have,0.0
1444,12121,577,-24.594,2,who is with pudge,0.0
1445,12146,580,1155.24776,6,2 times in a row,0.0
1446,12148,580,1164.17886,6,and miss both kills,0.0
1447,12150,580,1223.43106,4,This one time,0.0
1448,12151,580,1226.43036,4,In boot camp,0.0
1449,12185,581,148.2638,5,REPORT?,0.0
1450,12240,581,622.61466,5,INVOLKER?,0.0
1451,12337,583,1180.21187,8,wait pl0x,0.0
1452,12340,583,1180.21187,3,you guys have pause already for 5 min +,0.0
1453,12342,583,1209.43807,8,I feed,0.0
1454,12347,583,1296.08357,2,okay its time to stop pausing,0.0
1455,12350,583,1296.08357,4,this games a fuckign joek,2.0
1456,12353,583,1338.67317,3,good times,0.0
1457,12354,583,1338.67317,2,you guys have paused long enough,0.0
1458,12355,583,1338.67317,3,he raged,0.0
1459,12357,583,1338.67317,3,hes not coming back,0.0
1460,12361,583,1341.47247,2,its been over 5 minutes of pause,0.0
1461,12375,583,2065.85467,0,"meh, free lanes for middle and top = basura",2.0
1462,12378,583,2110.27257,2,shameful display,2.0
1463,12381,583,2158.63727,9,report allison,0.0
1464,12455,585,346.14884,2,? blame my team,0.0
1465,12470,585,1172.4137,4,worth,0.0
1466,12486,586,2114.15123,7,as usually,0.0
1467,12532,589,2340.47308,6,tard team,2.0
1468,12535,589,2364.42138,0,i dont know why he build that deso ,0.0
1469,12537,589,2395.79478,0,he i really pushing,0.0
1470,12538,589,2494.26358,0,we had a perfect sven,0.0
1471,12587,593,2008.22686,5,weeb carry best carry,0.0
1472,12591,594,1768.1902,2,u guys arent gonna win this game,0.0
1473,12598,594,1790.8675,2,u mean the 1v2 mid?,0.0
1474,12599,594,1796.0853,6,about how you died and then teleported back to lane and died again?,0.0
1475,12601,594,1802.9754,6,you died before he got there,0.0
1476,12606,594,1885.2557,2,what happened?,0.0
1477,12609,594,2102.2615,2,tsn replay,0.0
1478,12612,594,2119.5203,2,ez win though,0.0
1479,12613,594,2122.5975,6,not really,0.0
1480,12614,594,2125.0726,6,you got shit on kid,1.0
1481,12615,594,2125.2063,5,not because of you,0.0
1482,12617,594,2128.8855,2,dota isnt about the kills ,0.0
1483,12618,594,2130.8255,6,you're literally useless,2.0
1484,12619,594,2131.8958,2,but u wudnt know,0.0
1485,12620,594,2143.6692,6,you could afk and they wouldn't even notice,0.0
1486,12631,595,3680.84465,3,CM ME,0.0
1487,12659,596,1737.1127,0,Pls report shadow demon,0.0
1488,12717,596,2493.021,1,Play on russians servers pls,0.0
1489,12775,598,1545.7892,7,why my team is so bad?,0.0
1490,12778,598,1848.6401,8,my team rosh,0.0
1491,12783,598,1899.413,7,i played good but with this wk and riki,0.0
1492,12786,598,1948.6474,5,go end pleas,0.0
1493,12789,598,1953.0624,7,Report wk,0.0
1494,12791,598,1956.8084,8,easy players,0.0
1495,12792,598,1958.2134,8,easy,0.0
1496,12795,598,1982.5629,8,this spectre,0.0
1497,12796,598,1984.1014,8,with ulty,0.0
1498,12798,598,1987.1786,8,this spectre,0.0
1499,12800,598,2005.9091,6,report this necro,0.0
1500,12801,598,2010.0566,6,shitting whole game on team,2.0
1501,12802,598,2012.3979,6,doing nothing,0.0
1502,12805,598,3287.5414,7,my carries are so low,0.0
1503,12806,598,3290.6186,8,thats it,0.0
1504,12809,598,3298.9134,5,report necro and fucking riki,2.0
1505,12812,598,3305.5361,7,dumb as shit,2.0
1506,12815,599,883.5176,7,to your left,0.0
1507,12816,599,885.2505,7,in the trees,0.0
1508,12819,599,2209.2472,5,how have you guys not left?,0.0
1509,12826,600,1286.91906,3,he is dead for 34,0.0
1510,12838,600,4528.06976,0,ty all,0.0
1511,12857,602,1037.91324,1,they got abandon,0.0
1512,12928,603,273.73316,4,a che ne budem jdat ?,0.0
1513,12958,607,1807.8441,3,from free lane,0.0
1514,12962,608,1926.2711,5,report my team plz(,2.0
1515,12963,608,1938.9142,5,invoker was so bad but you won(,0.0
1516,12965,608,2010.9596,5,its my team,0.0
1517,12974,610,1203.70605,2,thanks for eulsing me,0.0
1518,12984,612,27.26002,0,pudge is gold,0.0
1519,12986,612,1914.7964,7,seriously lc,0.0
1520,12987,612,1916.5357,7,get the fuck out,1.0
1521,12989,612,2816.5682,9,why all aim me,0.0
1522,12992,612,2839.3792,4,want to rape you,2.0
1523,12995,612,2853.5608,9,owhh,0.0
1524,13031,616,1825.84633,9,What happen,0.0
1525,13040,616,2141.05333,9,commend swap,0.0
1526,13113,622,1342.9665,9,fuck off drow,1.0
1527,13140,627,185.32145,3,rofl tiny,0.0
1528,13142,627,572.027,3,was 4 really necesarry?,0.0
1529,13143,627,573.36,8,clearly cheating,0.0
1530,13149,627,2083.7507,0,every1 is range,0.0
1531,13151,627,2295.6725,4,storm u rly so bad,0.0
1532,13156,627,2318.9519,4,accbuyer -_-,0.0
1533,13157,627,2354.7404,3,dark willow off new meta,0.0
1534,13158,627,2428.6589,4,guys who banned tinker?,0.0
1535,13238,633,1837.02428,2,report shadow  shaman pls ,0.0
1536,13239,633,1837.22488,5,can we all agree in reporting tinker...thanks...,0.0
1537,13240,633,1841.77368,5,could be in ur team next game..,0.0
1538,13241,633,1855.62088,2,report ss ,0.0
1539,13246,635,861.1897,8,report abbadon and bat ty,0.0
1540,13251,635,2531.3957,4,throne?,0.0
1541,13267,636,289.496,8,lol the lane.,0.0
1542,13268,636,291.16227,8,count..,0.0
1543,13269,636,293.8283,1,lol the game,0.0
1544,13270,636,294.2282,8,not the whole game.,0.0
1545,13271,636,302.49283,1,then call ur team to that lane,0.0
1546,13275,636,366.41056,5,usuck,2.0
1547,13278,636,384.67276,5,so fucking noisy but just a piece of shit,2.0
1548,13282,636,441.9588,5,noisy and useless,2.0
1549,13284,636,455.55545,8,u go kill then quit? ,0.0
1550,13286,636,471.28495,0,sf welcome back,0.0
1551,13295,638,295.09463,5,Feed?,0.0
1552,13296,638,308.42473,2,ward for the dude,0.0
1553,13303,638,745.05143,5,Report team please ez bot,2.0
1554,13306,638,1059.90783,5,Commend team,0.0
1555,13310,638,1084.03533,5,Report team please,2.0
1556,13315,638,1288.98523,3,this game,0.0
1557,13316,638,1291.78453,5,Report team basura please,2.0
1558,13318,639,-86.65559,7,hey there void :),0.0
1559,13321,639,-84.75519,2,back sry,0.0
1560,13322,639,1096.76552,1,wtf that game,0.0
1561,13323,639,1103.29732,6,this fight started at bottom bounty rune,0.0
1562,13325,639,1107.36292,1,shitfiesta,1.0
1563,13328,639,1282.65352,6,21 min fight,0.0
1564,13331,639,1310.84662,6,can you stop throw handspinners,0.0
1565,13338,640,2874.51482,6,go soul ring instead of arcane,0.0
1566,13342,641,-24.82727,9,bear is better,0.0
1567,13345,641,1571.91618,3,onyl test you dmg its ok ,0.0
1568,13386,644,2547.52203,0,tnx sf for your win,0.0
1569,13449,650,1825.09163,0,feed,0.0
1570,13461,650,2537.01663,7,REPORT AMM GG,0.0
1571,13517,657,181.48902,1,what a range,0.0
1572,13563,661,129.76831,0,thanks,0.0
1573,13577,662,733.73864,9,yes we had ez top,0.0
1574,13578,662,1000.37354,6,report morph,0.0
1575,13623,664,858.42373,9,english pls,0.0
1576,13633,664,1604.70813,9,why? :D,0.0
1577,13659,666,1395.1927,0,i think tinker pro wokwo,0.0
1578,13663,666,1445.1805,9,LOL just good team work,0.0
1579,13680,667,736.6201,2,Why isnt necro mid also?,0.0
1580,13682,667,748.6839,8,i'm to busy feeding,0.0
1581,13772,671,421.69705,5,1 buttom herp,0.0
1582,13774,671,1053.54275,5,where is pa,0.0
1583,13775,671,1183.97755,9,lol he still play?,0.0
1584,13776,671,1192.44215,9,really? funny game solo jungle haha,0.0
1585,13777,671,1321.81055,5,wtf 1 hit,1.0
1586,13780,671,1340.80595,5,and u didnt kill me its necro,0.0
1587,13787,671,1814.39415,9,:D every noob with half brain play this shit,1.0
1588,13790,671,2148.66615,5,who is the one killed me ??,0.0
1589,13791,671,2157.22865,5,bara or creep ?,0.0
1590,13794,671,2703.82385,5,command me,0.0
1591,13797,671,2726.96935,5,command me,0.0
1592,13798,671,2732.22065,4,command lkl,0.0
1593,13877,675,-69.34973,4,ty so much,0.0
1594,13898,678,659.59965,1,fuck your mom,2.0
1595,13975,682,1065.30655,4,p.s my team,0.0
1596,14001,682,2035.99785,9,rofl,0.0
1597,14003,682,2341.20415,3,we actualy have 0 stuns,0.0
1598,14015,683,1133.85652,8,outplayed,0.0
1599,14025,683,2930.06002,5,I HAVE NO TAIM ,0.0
1600,14036,683,3332.43062,8,learn2play don't buy account,0.0
1601,14040,684,1895.41608,9,bird is the word guys,0.0
1602,14058,685,2170.26716,3,uin archon ,0.0
1603,14148,693,520.60622,3,i know u want this D,0.0
1604,14154,693,2724.65292,1,should have waited for SF to get abandon ,0.0
1605,14158,695,892.64868,8,really,0.0
1606,14165,695,976.56158,3,sb first item,0.0
1607,14182,695,1463.20938,4,too panic,0.0
1608,14185,695,1474.67328,4,i know that feel,0.0
1609,14187,695,1498.46748,8,i was afk tho,0.0
1610,14220,697,239.44156,7,He had packetloss,0.0
1611,14222,697,239.44156,0,he leaved the game,0.0
1612,14226,697,1647.39773,4,this tiny,0.0
1613,14228,697,1660.92773,8,just wait unti9l yo uhere this,0.0
1614,14229,697,1666.12653,8,you knwo that phoenix illusion mid?,0.0
1615,14230,697,1670.65873,8,that axe killed?,0.0
1616,14232,697,1683.38893,8,well axe blinked on a phoenxi luusion mid,0.0
1617,14233,697,1687.39353,8,I placed it there as bait,0.0
1618,14235,697,1691.20653,4,rly?,0.0
1619,14236,697,1699.10013,8,and told tiny to get ready for axe blink,0.0
1620,14238,697,1701.84283,8,he ingored,0.0
1621,14241,697,1712.61283,8,wasted operatunity,0.0
1622,14243,697,1773.41993,8,if we had an actual carry we woulda won,0.0
1623,14254,697,2661.47833,8,my dmg is based on % of max hp pudge,0.0
1624,14255,697,2671.24493,0,who cares?,0.0
1625,14256,697,2682.88453,8,"was just incase you didint know, was not flaming",0.0
1626,14257,697,2691.44703,8,so incase you didint knwo you know do,0.0
1627,14297,701,436.9933,4,ty pud,0.0
1628,14310,702,192.08648,2,fuc kfof bro,1.0
1629,14316,702,497.94508,0,ain thelping him,0.0
1630,14334,702,2090.36778,9,why PA offlane ?,0.0
1631,14347,703,262.13601,3,not safe to leave,0.0
1632,14349,703,280.59816,7,it is,0.0
1633,14358,704,58.05249,9,for real?,0.0
1634,14365,704,956.56642,3,he got it already?,0.0
1635,14370,704,992.82422,3,ye idk what it is,0.0
1636,14374,704,1106.06322,3,oh thank you,0.0
1637,14377,704,1122.79252,6,HE IS GOOD,0.0
1638,14381,704,1176.37942,6,HE IS GOOD,0.0
1639,14391,705,1334.9407,9,serious,0.0
1640,14394,705,1345.2049,9,serious,0.0
1641,14395,705,1348.6707,9,serious,0.0
1642,14396,705,1350.6036,2,try pls,0.0
1643,14397,705,1357.8684,6,top ?,0.0
1644,14402,705,1370.9319,9,and?,0.0
1645,14407,705,1388.6609,9,just go and end please,0.0
1646,14408,705,1390.8604,9,thank u very much,0.0
1647,14463,710,325.55386,0,he tilt,0.0
1648,14465,710,325.78714,4,this RU west server is good,0.0
1649,14471,710,1006.321,5,wtf is that hero,0.0
1650,14472,710,1010.3866,5,is that legit,0.0
1651,14482,710,1225.734,6,TY LU4WIY,0.0
1652,14489,710,1462.7428,5,why,0.0
1653,14492,710,1621.504,0,CANT,0.0
1654,14502,710,1716.612,4,what a fail gamee,0.0
1655,14527,710,2024.1262,4,what an idiots,2.0
1656,14540,710,2210.5279,4,report wood legion,0.0
1657,14543,710,2217.1504,4,good fucking g,1.0
1658,14552,710,2272.7398,0,cant win lanes,0.0
1659,14555,711,-297.8295,3,pick nature prop pls,0.0
1660,14556,711,-257.56345,3,or my friend will pick and this game is not gone be easy for you,0.0
1661,14559,711,-48.52148,8,gengar is a shit pokemon,1.0
1662,14563,711,-48.52148,2,mummy issues ?,2.0
1663,14565,711,-42.8562,8,thanks,0.0
1664,14572,711,1870.51882,8,worth,0.0
1665,14575,711,2408.51812,1,ALL OF U,0.0
1666,14578,711,2418.61922,9,go to bed,0.0
1667,14581,711,2543.37742,9,turn capslock of you imbecile,2.0
1668,14585,711,2792.49272,1,u lose with those heroes,0.0
1669,14586,711,2794.23192,1,pathetic,1.0
1670,14592,712,24.6386,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1671,14594,712,33.7072,1,Do you know the wey,0.0
1672,14595,712,34.10729,1,Do you know the wey,0.0
1673,14609,712,432.8441,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1674,14610,712,433.17736,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1675,14611,712,433.44396,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1676,14612,712,434.577,1,Do you know the wey,0.0
1677,14614,712,457.90465,1,Do you know the wey,0.0
1678,14617,712,2272.9202,1,Do you know the wey,0.0
1679,14618,712,2273.1877,1,Do you know the wey,0.0
1680,14619,712,2273.5891,1,Do you know the wey,0.0
1681,14620,712,2274.0574,1,Do you know the wey,0.0
1682,14621,712,2274.3918,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1683,14622,712,2275.1945,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1684,14623,712,2275.529,1,Clock Clock Clock Clock Clock Clock Clock ,0.0
1685,14626,712,2452.0637,1,Do you know the wey,0.0
1686,14627,712,2452.3313,1,Do you know the wey,0.0
1687,14628,712,2452.5989,1,Do you know the wey,0.0
1688,14629,712,2452.8665,1,Do you know the wey,0.0
1689,14675,717,2163.0227,8,tak by minus sf),0.0
1690,14681,719,803.1039,4,whats the point bois,0.0
1691,14691,719,1191.6757,4,fucking 5 iq ,1.0
1692,14726,721,1623.20366,5,TEAM?,0.0
1693,14728,721,1631.06836,5,a million dollars for ateam,0.0
1694,14729,721,1638.46656,5,want to buy,0.0
1695,14733,721,1890.51446,0,thanks,0.0
1696,14734,721,1912.18826,6,i gave voker a kill and a courier snipe . and he cant do shit,2.0
1697,14735,721,1916.80396,6,also my luna is cancer,2.0
1698,14745,721,2132.80646,5,we won and u know it,0.0
1699,14834,724,1562.785,8,nice english,0.0
1700,14835,724,1577.5148,0,u dont need english to win dota,0.0
1701,14868,726,2477.5356,9,your mother,0.0
1702,14877,729,1568.81692,2,i tried to ,0.0
1703,14883,729,1895.90492,3,cm my team,0.0
1704,14901,730,2177.92427,7,wtf with u abbadon,1.0
1705,14927,731,1533.6255,9,this is why.,0.0
1706,14929,731,1549.1551,9,you get people that just decide to be dicks and not play teh agme,1.0
1707,14940,733,127.20227,5,plz report tiny,0.0
1708,14951,733,2230.49474,1,ty invk,0.0
1709,14952,733,2256.65054,7,in this moment??,0.0
1710,14964,733,3351.64714,9,Rly?,0.0
1711,15089,736,-17.87048,2,is that ,0.0
1712,15091,736,-11.80252,3,wtf is that,1.0
1713,15094,736,-10.73562,6,thats what she said,0.0
1714,15095,736,1214.12955,3,faccc offf,1.0
1715,15097,736,1236.25745,7,i ahve a party of baboons on my team,2.0
1716,15100,736,1248.25455,4,i didn't even amp that one,0.0
1717,15102,736,1260.71815,3,ur a monkey,2.0
1718,15103,736,1268.38295,6,im a monkey,0.0
1719,15105,736,1397.75135,2,LET IT GOOOOOOOOOOOOOOOOOO LET  IT GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0
1720,15115,736,1735.80215,6,why am i playing against a divine player,0.0
1721,15117,736,1742.73385,7,why does my axe have atos,0.0
1722,15118,736,1753.39785,3,bvest item in game?,0.0
1723,15121,736,1758.19675,4,cause none of you can catch storm,0.0
1724,15122,736,1767.99435,7,he is an axe though,0.0
1725,15124,736,1775.32585,3,atos on every hero,0.0
1726,15125,736,1818.64865,3,who ther fuck gets bkb in LP?,1.0
1727,15126,736,1829.57925,3,are you TRYUING to win?,0.0
1728,15128,736,1960.28755,7,i dont think this sf knows he was an ult,0.0
1729,15129,736,1967.37835,2,he doesnt have souls,0.0
1730,15234,740,2815.77005,8,yea sure,0.0
1731,15240,741,308.02478,5,report him,0.0
1732,15247,741,584.12408,6,ur carry so fcking free running around,1.0
1733,15250,741,2122.02258,4,what an ez game shoulve been,0.0
1734,15252,741,2131.52168,5,imagine how many times we wasted,0.0
1735,15256,741,2157.94508,4,you know this is ez game,0.0
1736,15258,741,2168.64808,5,because theres is no 5th player,0.0
1737,15262,741,2174.80238,5,not because you are good,0.0
1738,15267,741,2183.09728,4,its ok,0.0
1739,15268,741,2184.97038,4,you need this win,0.0
1740,15269,741,2188.71648,4,cause you guys so dumb cant win mmr,0.0
1741,15270,741,2197.41278,5,whatever bro,0.0
1742,15273,741,2216.64488,5,ez top by the way,0.0
1743,15274,741,2218.58488,7,swap commend ty,0.0
1744,15309,744,1010.02,9,JUST KIDDING I HAVE NO MANA,0.0
1745,15310,744,1517.1629,9,EXCEPT ME ALL MY TEAM IS PRO,0.0
1746,15311,744,2186.302,9,why gank me ,0.0
1747,15320,744,3252.6007,2,you guy should stop play carry ...,0.0
1748,15322,744,3324.3786,9,CLOCK,0.0
1749,15330,744,3440.9088,0,learn english pls,0.0
1750,15346,747,600.12013,4,so the point of the game is to NEVER protect pos 1 ?N,0.0
1751,15347,747,608.45143,4,im learning dota !,0.0
1752,15350,747,1058.4082,6,HOW ARE U?,0.0
1753,15372,748,1082.4024,4,whata player,0.0
1754,15392,750,1600.37586,9,Report am please,0.0
1755,15393,750,1603.57506,9,report AM,0.0
1756,15394,750,1605.50796,9,please,0.0
1757,15395,750,1606.64106,6,please report am,0.0
1758,15486,756,2216.8561,6,trash cores,2.0
1759,15487,756,2219.8664,5,TARD CORES,2.0
1760,15489,756,2224.9504,5,WHAT IS THIS,0.0
1761,15493,756,2248.2297,8,10 8 with 100% frags,0.0
1762,15502,759,2137.0972,0,well located,0.0
1763,15503,759,2152.8842,0,not only the last one,0.0
1764,15504,759,2160.5102,0,but all of your bubbles,0.0
1765,15526,760,1261.7919,3,ff pls ,0.0
1766,15616,762,14.86304,1,im losing my religion,0.0
1767,15641,763,1838.2715,5,The cancer lancer,0.0
1768,15651,763,2035.5435,2,now ards,0.0
1769,15657,763,2291.482,5,come back,0.0
1770,15669,763,2488.0181,2,and off,0.0
1771,15671,763,2493.0686,2,tbm,0.0
1772,15680,765,2193.16978,2,wait for next rosh,0.0
1773,15685,765,2526.70578,5,cant wib,0.0
1774,15953,767,-4.99878,5,hey slar? are u roam?,0.0
1775,15964,767,1638.86645,0,witch fedeer,0.0
1776,15970,767,2158.08175,4,come wars,0.0
1777,16010,771,574.05985,9,can easily,0.0
1778,16014,771,584.324,2,can't,0.0
1779,16023,772,1217.30272,6,fucking terrible sia,2.0
1780,16035,772,1895.96942,7,you come here often?,0.0
1781,16038,772,2172.97972,6,commended sf <3,0.0
1782,16053,774,160.43533,1,omni want to be caryy,0.0
1783,16056,774,167.56691,9,piece of shit,2.0
1784,16059,774,174.23195,9,gonna report this family fucked dog,2.0
1785,16070,774,444.49933,9,when dc?,0.0
1786,16072,774,514.84883,9,safe to leave,0.0
1787,16109,777,-48.52148,6,what?,0.0
1788,16110,777,-37.65748,0,we have 5 1/2 players,0.0
1789,16111,777,-32.25878,0,in team,0.0
1790,16115,777,262.93582,6,Who is you 1/2?,0.0
1791,16116,777,267.53472,6,1 and 1/2,0.0
1792,16120,777,1608.14062,7,throne,0.0
1793,16123,778,-164.8419,1,go end thankyou,0.0
1794,16126,778,-57.15271,1,this garbage team,2.0
1795,16128,778,-32.29212,1,at bottom,0.0
1796,16130,778,-18.22887,1,secret shop is warded,0.0
1797,16139,778,1137.42223,1,FK UI,2.0
1798,16148,778,1368.56583,1,idiot bs,2.0
1799,16156,779,2460.6189,8,always kill supp,0.0
1800,16178,781,1240.29717,0,guess were reporting them all for unpausing,0.0
1801,16201,784,1127.558,2,report this lion ty,0.0
1802,16232,787,2099.92381,9,push pleas,0.0
1803,16260,790,490.91495,5,x miss ghost ship :))),0.0
1804,16324,796,-8.13507,1,and i meant,0.0
1805,16325,796,-6.53473,1,in real life,0.0
1806,16326,796,-5.20111,1,not in the game,0.0
1807,16332,796,203.03944,1,this medusa,0.0
1808,16334,796,207.43837,1,seriously,0.0
1809,16336,796,216.16957,1,what the fukc,1.0
1810,16337,796,218.03578,1,he cant evne bouncy,0.0
1811,16338,796,221.5016,1,bounce his snakes,0.0
1812,16357,797,819.73578,6,morons,2.0
1813,16367,797,923.51048,6,WHAT NOW,0.0
1814,16369,797,1114.33058,6,CHASE,0.0
1815,16398,801,1384.20722,3,too much youtube,0.0
1816,16447,802,1874.34932,6,CYKA ESHE I GLLIF KAK PROZHALO,2.0
1817,16491,805,318.82217,3,report pudge,0.0
1818,16499,805,478.64981,8,go me feeed ,0.0
1819,16592,807,-65.86137,0,thx for 28ing,0.0
1820,16594,807,-60.59358,4,he is president,0.0
1821,16597,807,1521.2286,0,why hate me sir,0.0
1822,16598,807,2089.5303,0,why hateme?,0.0
1823,16599,807,2172.145,0,dire hate me,0.0
1824,16600,807,2174.0181,0,why,0.0
1825,16604,807,2730.7144,0,now dire cannot hate me,0.0
1826,16624,809,2160.95055,3,boa,0.0
1827,16735,814,1067.73925,6,u had invis?,0.0
1828,16737,814,1213.23705,6,really?,0.0
1829,16741,814,1437.41565,9,throne it ,0.0
1830,16784,818,883.98415,8,that is the most broken shit,1.0
1831,16808,818,1815.34395,9,mk and the other new heroes,0.0
1832,16889,821,-44.42249,1,what,0.0
1833,16890,821,-42.42298,6,is sb offlane lmao,0.0
1834,16895,821,-42.42298,7,JUST F9,0.0
1835,16919,821,-42.28968,0,learn a real language,0.0
1836,16925,821,-42.28968,6,ur language is as real as ours,0.0
1837,16927,821,-35.59131,0,yours is made up,0.0
1838,16953,821,2050.31045,6,arc won the game,0.0
1839,16954,821,2052.91925,9,is beatcj,0.0
1840,16955,821,2239.55495,1,my eyes closed,0.0
1841,16956,823,-37.2909,2, has predicted their team will win!,0.0
1842,16961,823,-33.12525,0,NICE JOB,0.0
1843,16962,823,-30.92578,1,my dad likes my butthole too much,1.0
1844,16963,823,-30.92578,1,it hurts a lot,0.0
1845,16964,823,-30.92578,0,IS NIGHT,0.0
1846,16965,823,-30.92578,0,HIS MOTHER CALL HIM FOR SLEEP,2.0
1847,16967,823,5.39868,8,PLEase,0.0
1848,16969,823,18.1289,2,what,0.0
1849,16970,823,19.99512,2,the fuck,1.0
1850,16973,823,30.62585,4,dun my heart,0.0
1851,16974,823,30.62585,2,what did he even say,0.0
1852,16976,823,30.62585,2,sorry blue has broken caps,0.0
1853,16978,823,30.62585,1,he just yells a lot,0.0
1854,16979,823,30.62585,0,IT HURT ME,0.0
1855,16986,823,923.87442,0,worth,0.0
1856,16987,823,963.26482,2,rtz did it so it must be good,0.0
1857,16990,823,1156.55092,8,U guys worth to win,0.0
1858,16994,823,1415.28772,8,this nerco,0.0
1859,16999,823,1449.51272,2,ok thx,0.0
1860,17011,823,2148.67412,1,i mean does this necro deserve a win?,0.0
1861,17020,823,2191.21912,2,willow can't admit she fucked u,1.0
1862,17023,824,-64.91748,2,russian player,0.0
1863,17049,824,982.8933,0,did you see amazing sf play,0.0
1864,17053,824,2508.0932,2,its over for secret...,0.0
1865,17057,825,41.02332,0,SUPER CARRY,0.0
1866,17062,825,1133.48992,0,LET IT GOOO,0.0
1867,17074,826,-95.04941,2,we are MVP PHOENIX,0.0
1868,17076,826,-72.64885,5,where is march?,0.0
1869,17080,826,72.57248,4,fuck off dudes,1.0
1870,17086,826,413.52255,2,somehow was lvl 2,0.0
1871,17092,826,2278.72285,2,QO in hot,0.0
1872,17100,827,-77.24781,8,thanks,0.0
1873,17111,827,398.13615,3,now my tp on cooldown,0.0
1874,17117,827,647.70855,3,TP CD 20,0.0
1875,17122,827,1791.12555,3,JUST WANT TO GET MY BLINK BRUHHHHHH,0.0
1876,17132,827,2023.71775,3,ha[ppy new year,0.0
1877,17139,827,2110.94825,3,u can do better just ass blocking mate,0.0
1878,17144,827,2125.66505,8,back,0.0
1879,17147,827,2130.68215,2,what u all still wanna do lol,0.0
1880,17170,830,1857.22561,0,merry xmas motherfuckers,2.0
1881,17171,830,1862.37651,0,happy new year fucktards,2.0
1882,17183,831,1101.8976,1,neve nothingr,0.0
1883,17198,833,1284.14777,4,wasnt there ,0.0
1884,17207,833,1513.62507,7,any problem with dark lord?,0.0
1885,17220,834,666.0707,5,worth?,0.0
1886,17233,835,2488.9566,9,dk with no ,0.0
1887,17259,838,1601.40898,5,aleatory pick comend,0.0
1888,17268,838,1983.99828,2,  CMND PKLS,0.0
1889,17272,839,117.50463,0,5 seconds in already bitching,1.0
1890,17279,839,834.02973,5,team doesnt want to win,0.0
1891,17280,839,839.02843,5,sb dumb charge mid too,2.0
1892,17383,843,-252.31757,4,tiny has been banned,0.0
1893,17417,843,1812.9927,9,worth,0.0
1894,17421,843,2028.0586,6,witch,0.0
1895,17422,843,2028.527,6,tb,0.0
1896,17479,851,-70.48278,6,he is online,0.0
1897,17480,851,-70.48278,0,so what,0.0
1898,17483,851,-70.48278,6,so lets wait motherfucker,1.0
1899,17485,851,-68.18334,0,is shemale reconn?,2.0
1900,17487,851,60.85182,3,puck bot,0.0
1901,17504,851,1900.9681,0,worth it,0.0
1902,17505,851,1921.7054,0,really wworth it,0.0
1903,17533,853,786.95047,9,where is my spaydi,0.0
1904,17534,853,788.21682,0,Best team,0.0
1905,17537,854,-27.42664,7,"roses are red, my servants are black, hey jeffro stop running, i want my watch back",0.0
1906,17545,854,2874.08142,7,"roses are red, violets are not, i snatched up baby madeline, right up out of her cot",0.0
1907,17546,854,2919.63642,7,satanic and brown boots,0.0
1908,17548,854,2927.79762,7,back,0.0
1909,17552,854,2981.84842,7,clok,0.0
1910,17553,854,2991.01292,3,FOR MARKING ME AND TA,0.0
1911,17584,859,343.81607,6,he is off,0.0
1912,17596,861,-67.78345,9,got scammed of all my items,0.0
1913,17601,861,-31.19237,5,never enter *insert any trading page that is nto steam here*,0.0
1914,17602,861,-13.46337,9,learning it the hard way,0.0
1915,17625,862,3260.8676,3,this tinker,0.0
1916,17640,864,-86.84546,2,he change pc,0.0
1917,17641,864,-86.84546,2,now login,0.0
1918,17643,864,-79.58056,3,in game now,0.0
1919,17646,864,-74.91504,7,report invo,0.0
1920,17659,864,2091.86744,4,now  blame  ,0.0
1921,17665,864,2104.47704,7,stupid as fuck,2.0
1922,17669,864,2120.73244,7,i will blame me if he not stand next to me,0.0
1923,17685,865,818.1002,7,ILL REPORT MIRANA,0.0
1924,17686,865,825.6317,7,POLEASE LET HELP US,0.0
